symbol,ds,y,market_cap,volume,rolling_mean_7,rolling_mean_14
bitcoin,2024-07-04 00:00:00,60244.68076433092,1186937170314.9272,30348692427.02443,60244.68076433092,60244.68076433092
bitcoin,2024-07-05 00:00:00,58716.927444208646,1130121668991.0515,43112005394.93119,59480.80410426979,59480.80410426979
bitcoin,2024-07-06 00:00:00,58057.905913163115,1118490666778.4585,60081357583.2773,59006.504707234235,59006.504707234235
bitcoin,2024-07-07 00:00:00,57386.50704312833,1147176330416.144,21293913670.919975,58601.50529120775,58601.50529120775
bitcoin,2024-07-08 00:00:00,56950.240794323145,1100452083927.7026,20211914621.326435,58271.25239183083,58271.25239183083
bitcoin,2024-07-09 00:00:00,56925.333421805895,1117615464651.686,41614266908.30467,58046.93256349334,58046.93256349334
bitcoin,2024-07-10 00:00:00,56844.60654109169,1144794688186.9604,28413854577.262756,57875.17170315025,57875.17170315025
bitcoin,2024-07-11 00:00:00,57452.54884335571,1139350681822.5857,25987656347.278587,57476.29571443951,57822.34384567593
bitcoin,2024-07-12 00:00:00,57693.56609190451,1130276546536.143,29196653598.752666,57330.10123553892,57808.035206368
bitcoin,2024-07-13 00:00:00,57663.894573708494,1141567375406.1943,25504482306.198975,57273.81390133111,57793.62114310204
bitcoin,2024-07-14 00:00:00,58146.73352517849,1168371787725.7102,16765547593.243273,57382.41768448114,57825.722268745354
bitcoin,2024-07-15 00:00:00,59331.44527877724,1204059167828.704,21295520563.65442,57722.58975368886,57951.19918624801
bitcoin,2024-07-16 00:00:00,61643.51220401717,1277806993830.5176,37810068492.862465,58396.615294004754,58235.22326453795
bitcoin,2024-07-17 00:00:00,63646.68457517406,1284899538175.1812,40914441633.09575,59368.3407274451,58621.756215297675
bitcoin,2024-07-18 00:00:00,64711.34660972204,1266016458007.3477,33459451713.593426,60405.311836926,58940.803775682754
bitcoin,2024-07-19 00:00:00,64419.3730346814,1261456293182.2588,25976148878.632153,61366.14140017984,59348.12131785938
bitcoin,2024-07-20 00:00:00,64928.47721968341,1316147398343.7175,36994610752.230415,62403.938921033405,59838.87641118226
bitcoin,2024-07-21 00:00:00,65951.72750719743,1325658979467.9998,17353396168.041622,63518.938061321816,60450.67787290148
bitcoin,2024-07-22 00:00:00,67327.91782558129,1343346742483.077,27078771827.95196,64661.29128229383,61191.94051799135
bitcoin,2024-07-23 00:00:00,67633.97268952767,1333201881091.7786,43157593651.80313,65517.07135165246,61956.84332282861
bitcoin,2024-07-24 00:00:00,67212.75694255414,1300963591115.5374,36100536095.18872,66026.5102612782,62697.425494361654
bitcoin,2024-07-25 00:00:00,66317.8886648808,1290447066028.3152,28680123269.715443,66256.01626915802,63330.66405304201
bitcoin,2024-07-26 00:00:00,65698.638738369,1297125144853.139,35836896135.542854,66438.76851254197,63902.4549563609
bitcoin,2024-07-27 00:00:00,66357.93174519371,1339927966898.6016,30821370069.206276,66642.97630190058,64523.45761146699
bitcoin,2024-07-28 00:00:00,67241.88949834775,1342889431798.832,30976752616.761925,66827.28515777919,65173.111609550506
bitcoin,2024-07-29 00:00:00,68072.6507731464,1346263382369.5552,17175244020.36542,66933.67557885993,65797.48343057687
bitcoin,2024-07-30 00:00:00,67689.3255840731,1317581413497.2551,42529043667.45024,66941.58313522355,66229.32724343802
bitcoin,2024-07-31 00:00:00,67077.20646246434,1306758338817.987,28892376510.689587,66922.21878092502,66474.3645211016
bitcoin,2024-08-01 00:00:00,65889.71686345873,1275401473742.0508,31403681581.194077,66861.05138072187,66558.53382493994
bitcoin,2024-08-02 00:00:00,65418.78642652263,1289157073527.528,38911302447.60912,66821.07247902952,66629.92049578574
bitcoin,2024-08-03 00:00:00,63814.86790956047,1211854070245.47,39004321616.3716,66457.77764536763,66550.3769736341
bitcoin,2024-08-04 00:00:00,62501.19000223543,1197962170718.7737,32885545023.712658,65780.53486020873,66303.91000899396
bitcoin,2024-08-05 00:00:00,60050.748995239555,1147854905921.6433,33664501541.451115,64634.54889193632,65784.11223539812
bitcoin,2024-08-06 00:00:00,57567.07111778052,1064889039013.8289,120245972389.37173,63188.51253960881,65065.04783741618
bitcoin,2024-08-07 00:00:00,55974.10316742592,1104019419316.6865,52620100833.47091,61602.35492603189,64262.28685347845
bitcoin,2024-08-08 00:00:00,55005.35157568612,1088566703585.4303,41605918903.41173,60047.44559920724,63454.24848996454
