concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
32411	32411	Mapped from	1970-01-01	2099-12-31	
32411	32411	Maps to	1970-01-01	2099-12-31	
32411	32577	Is a	2019-02-01	2099-12-31	
32411	32412	Subsumes	2019-02-01	2099-12-31	
32412	32411	Is a	2019-02-01	2099-12-31	
32412	32413	Subsumes	2019-02-01	2099-12-31	
32412	32412	Mapped from	1970-01-01	2099-12-31	
32412	32412	Maps to	1970-01-01	2099-12-31	
32413	32413	Mapped from	1970-01-01	2099-12-31	
32413	32413	Maps to	1970-01-01	2099-12-31	
32413	32412	Is a	2019-02-01	2099-12-31	
32414	32414	Mapped from	1970-01-01	2099-12-31	
32414	32414	Maps to	1970-01-01	2099-12-31	
32415	32415	Mapped from	1970-01-01	2099-12-31	
32415	32415	Maps to	1970-01-01	2099-12-31	
722461	722461	Mapped from	2018-01-01	2099-12-31	
722461	722461	Maps to	2018-01-01	2099-12-31	
722462	722462	Mapped from	2018-01-01	2099-12-31	
722462	722462	Maps to	2018-01-01	2099-12-31	
704985	704985	Maps to	2021-10-01	2099-12-31	
704985	704985	Mapped from	2021-10-01	2099-12-31	
704986	704986	Maps to	2021-10-01	2099-12-31	
704986	704986	Mapped from	2021-10-01	2099-12-31	
706000	706000	Maps to	2021-10-27	2099-12-31	
706000	706000	Mapped from	2021-10-27	2099-12-31	
756265	756269	Version contains	2021-09-25	2099-12-31	
756265	756267	Version contains	2021-09-25	2099-12-31	
756265	756268	Version contains	2021-09-25	2099-12-31	
756265	756265	Mapped from	2021-09-25	2099-12-31	
756265	756265	Maps to	2021-09-25	2099-12-31	
756265	756266	Version contains	2021-09-25	2099-12-31	
756266	756265	Contained in version	2021-09-25	2099-12-31	
756266	756266	Mapped from	2021-09-25	2099-12-31	
756266	756266	Maps to	2021-09-25	2099-12-31	
756267	756265	Contained in version	2021-09-25	2099-12-31	
756267	756267	Mapped from	2021-09-25	2099-12-31	
756267	756267	Maps to	2021-09-25	2099-12-31	
756268	756265	Contained in version	2021-09-25	2099-12-31	
756268	756268	Mapped from	2021-09-25	2099-12-31	
756268	756268	Maps to	2021-09-25	2099-12-31	
756269	756269	Mapped from	2021-09-25	2099-12-31	
756269	756269	Maps to	2021-09-25	2099-12-31	
756269	756265	Contained in version	2021-09-25	2099-12-31	
5084	5084	Mapped from	2016-01-01	2099-12-31	
5084	5084	Maps to	2016-01-01	2099-12-31	
8537	8537	Mapped from	1970-01-01	2099-12-31	
8537	8537	Maps to	1970-01-01	2099-12-31	
8546	8546	Mapped from	1970-01-01	2099-12-31	
8546	8546	Maps to	1970-01-01	2099-12-31	
32890	32890	Mapped from	2020-08-20	2099-12-31	
32890	32890	Maps to	2020-08-20	2099-12-31	
32891	32891	Mapped from	2020-08-20	2099-12-31	
32891	32891	Maps to	2020-08-20	2099-12-31	
32891	32894	Subsumes	2020-08-20	2099-12-31	
32892	32892	Mapped from	2020-08-20	2099-12-31	
32892	32892	Maps to	2020-08-20	2099-12-31	
32893	32893	Mapped from	2020-08-20	2099-12-31	
32893	32893	Maps to	2020-08-20	2099-12-31	
32894	32891	Is a	2020-08-20	2099-12-31	
32894	32894	Mapped from	2020-08-20	2099-12-31	
32894	32894	Maps to	2020-08-20	2099-12-31	
31971	31971	Mapped from	1970-01-01	2099-12-31	
31971	31971	Maps to	1970-01-01	2099-12-31	
31972	31972	Mapped from	1970-01-01	2099-12-31	
31972	31972	Maps to	1970-01-01	2099-12-31	
31973	31973	Mapped from	1970-01-01	2099-12-31	
31973	31973	Maps to	1970-01-01	2099-12-31	
31974	31974	Mapped from	1970-01-01	2099-12-31	
31974	31974	Maps to	1970-01-01	2099-12-31	
31975	31975	Mapped from	1970-01-01	2099-12-31	
31975	31975	Maps to	1970-01-01	2099-12-31	
44818521	44818521	Mapped from	1970-01-01	2099-12-31	
44818521	44818521	Maps to	1970-01-01	2099-12-31	
44818522	44818522	Mapped from	1970-01-01	2099-12-31	
44818522	44818522	Maps to	1970-01-01	2099-12-31	
44818523	44818523	Mapped from	1970-01-01	2099-12-31	
44818523	44818523	Maps to	1970-01-01	2099-12-31	
44818524	44818524	Mapped from	1970-01-01	2099-12-31	
44818524	44818524	Maps to	1970-01-01	2099-12-31	
44818525	44818525	Mapped from	1970-01-01	2099-12-31	
44818525	44818525	Maps to	1970-01-01	2099-12-31	
700428	700429	Has vaccine group	2024-05-14	2099-12-31	
700429	700429	Has vaccine group	2024-05-14	2099-12-31	
700429	700429	Vaccine group of	2024-05-14	2099-12-31	
700429	700429	Maps to	2024-05-15	2099-12-31	
700429	700429	Mapped from	2024-05-15	2099-12-31	
700429	700428	Vaccine group of	2024-05-14	2099-12-31	
700430	700430	Maps to	2024-05-15	2099-12-31	
700430	700430	Mapped from	2024-05-15	2099-12-31	
702662	702662	Maps to	2021-09-17	2099-12-31	
702662	702662	Mapped from	2021-09-17	2099-12-31	
702662	702663	Has vaccine group	2023-04-17	2099-12-31	
702663	702662	Vaccine group of	2023-04-17	2099-12-31	
702663	702663	Has vaccine group	2023-04-17	2099-12-31	
702663	702663	Vaccine group of	2023-04-17	2099-12-31	
702663	702663	Maps to	2021-09-17	2099-12-31	
702663	702663	Mapped from	2021-09-17	2099-12-31	
5	58	Concept replaced by	2015-10-16	2099-12-31	
38000283	38001641	DRG - MDC cat	1980-01-01	2099-12-31	
38000284	38001641	DRG - MDC cat	1980-01-01	2099-12-31	
38000285	38001641	DRG - MDC cat	1980-01-01	2099-12-31	
38000286	38001641	DRG - MDC cat	1980-01-01	2099-12-31	
38000287	38001641	DRG - MDC cat	1980-01-01	2099-12-31	
723499	723500	Subsumes	2016-07-04	2099-12-31	
723499	723503	Subsumes	2016-07-04	2099-12-31	
723499	723501	Subsumes	2016-07-04	2099-12-31	
723499	723502	Subsumes	2016-07-04	2099-12-31	
723500	723499	Is a	2016-07-04	2099-12-31	
723501	723499	Is a	2016-07-04	2099-12-31	
723502	723499	Is a	2016-07-04	2099-12-31	
723503	723499	Is a	2016-07-04	2099-12-31	
32531	32531	Mapped from	1970-01-01	2099-12-31	
32531	32531	Maps to	1970-01-01	2099-12-31	
32532	32532	Mapped from	1970-01-01	2099-12-31	
32532	32532	Maps to	1970-01-01	2099-12-31	
38003563	38003563	Mapped from	1970-01-01	2099-12-31	
38003563	38003563	Maps to	1970-01-01	2099-12-31	
38003563	44814651	Mapped from	1970-01-01	2099-12-31	
38003564	38003564	Mapped from	1970-01-01	2099-12-31	
38003564	38003564	Maps to	1970-01-01	2099-12-31	
8507	8507	Mapped from	1970-01-01	2099-12-31	
8507	8507	Maps to	1970-01-01	2099-12-31	
8532	8532	Mapped from	1970-01-01	2099-12-31	
8532	8532	Maps to	1970-01-01	2099-12-31	
704057	9202	Maps to	2022-08-24	2099-12-31	
704058	704058	Mapped from	2019-01-01	2099-12-31	
704058	704058	Maps to	2019-01-01	2099-12-31	
704059	704059	Mapped from	2019-01-01	2099-12-31	
704059	704059	Maps to	2019-01-01	2099-12-31	
905578	905578	Maps to	2021-09-08	2099-12-31	
905578	905578	Mapped from	2021-09-08	2099-12-31	
905579	905579	Maps to	2021-09-08	2099-12-31	
905579	905579	Mapped from	2021-09-08	2099-12-31	
905581	905581	Maps to	2021-09-08	2099-12-31	
905581	905581	Mapped from	2021-09-08	2099-12-31	
905582	905582	Maps to	2021-09-08	2099-12-31	
905582	905582	Mapped from	2021-09-08	2099-12-31	
903261	903277	Is a	2019-02-01	2099-12-31	
903261	903261	Mapped from	2018-06-26	2099-12-31	
903261	903261	Maps to	2018-06-26	2099-12-31	
710155	710158	Is a	2016-01-01	2099-12-31	
710156	710158	Is a	2016-01-01	2099-12-31	
710158	710155	Subsumes	2016-01-01	2099-12-31	
710158	710156	Subsumes	2016-01-01	2099-12-31	
1523322	1523322	Mapped from	2020-01-01	2099-12-31	
1523322	1523322	Maps to	2020-01-01	2099-12-31	
1523323	1523323	Mapped from	2020-01-01	2099-12-31	
1523323	1523323	Maps to	2020-01-01	2099-12-31	
1523324	1523324	Mapped from	2020-01-01	2099-12-31	
1523324	1523324	Maps to	2020-01-01	2099-12-31	
1523325	1523325	Mapped from	2020-01-01	2099-12-31	
1523325	1523325	Maps to	2020-01-01	2099-12-31	
1523326	1523326	Mapped from	2020-01-01	2099-12-31	
1523326	1523326	Maps to	2020-01-01	2099-12-31	
2000002	2000002	Mapped from	1970-01-01	2099-12-31	
2000002	2000002	Maps to	1970-01-01	2099-12-31	
2000006	2000006	Mapped from	2002-10-01	2099-12-31	
2000006	2000006	Maps to	2002-10-01	2099-12-31	
2000007	2000007	Mapped from	2002-10-01	2099-12-31	
2000007	2000007	Maps to	2002-10-01	2099-12-31	
2000008	2000008	Mapped from	2002-10-01	2099-12-31	
2000008	2000008	Maps to	2002-10-01	2099-12-31	
586414	586415	Is a	2020-03-19	2099-12-31	
586415	586414	Subsumes	2020-03-19	2099-12-31	
32725	32725	Mapped from	1970-01-01	2099-12-31	
32725	32725	Maps to	1970-01-01	2099-12-31	
32726	32726	Mapped from	1970-01-01	2099-12-31	
32726	32726	Maps to	1970-01-01	2099-12-31	
32727	32727	Mapped from	1970-01-01	2099-12-31	
32727	32727	Maps to	1970-01-01	2099-12-31	
32728	32728	Mapped from	1970-01-01	2099-12-31	
32728	32728	Maps to	1970-01-01	2099-12-31	
32729	32729	Mapped from	1970-01-01	2099-12-31	
32729	32729	Maps to	1970-01-01	2099-12-31	
32730	32730	Mapped from	1970-01-01	2099-12-31	
32730	32730	Maps to	1970-01-01	2099-12-31	
32731	32731	Mapped from	1970-01-01	2099-12-31	
32731	32731	Maps to	1970-01-01	2099-12-31	
32732	32732	Mapped from	1970-01-01	2099-12-31	
32732	32732	Maps to	1970-01-01	2099-12-31	
33071	33071	Maps to	1970-01-01	2099-12-31	
33071	33071	Mapped from	1970-01-01	2099-12-31	
586515	586515	Mapped from	2019-12-13	2099-12-31	
586515	586515	Maps to	2019-12-13	2099-12-31	
586516	586516	Mapped from	2019-12-13	2099-12-31	
586516	586516	Maps to	2019-12-13	2099-12-31	
586517	586517	Mapped from	2019-12-13	2099-12-31	
586517	586517	Maps to	2019-12-13	2099-12-31	
586518	586518	Mapped from	2019-12-13	2099-12-31	
586518	586518	Maps to	2019-12-13	2099-12-31	
586519	586519	Mapped from	2019-12-13	2099-12-31	
586519	586519	Maps to	2019-12-13	2099-12-31	
38001640	38001640	Mapped from	1970-01-01	2099-12-31	
38001640	38001640	Maps to	1970-01-01	2099-12-31	
38001641	38000284	MDC cat - DRG	1980-01-01	2099-12-31	
38001641	38000286	MDC cat - DRG	1980-01-01	2099-12-31	
38001641	38001641	Mapped from	1970-01-01	2099-12-31	
38001641	38001641	Maps to	1970-01-01	2099-12-31	
38001641	38000283	MDC cat - DRG	1980-01-01	2099-12-31	
38001641	38000287	MDC cat - DRG	1980-01-01	2099-12-31	
38001641	38000285	MDC cat - DRG	1980-01-01	2099-12-31	
38001642	38001642	Mapped from	1970-01-01	2099-12-31	
38001642	38001642	Maps to	1970-01-01	2099-12-31	
38001643	38001643	Mapped from	1970-01-01	2099-12-31	
38001643	38001643	Maps to	1970-01-01	2099-12-31	
38001644	38001644	Mapped from	1970-01-01	2099-12-31	
38001644	38001644	Maps to	1970-01-01	2099-12-31	
903256	903256	Mapped from	2018-06-26	2099-12-31	
903256	903256	Maps to	2018-06-26	2099-12-31	
903256	32577	Is a	2019-02-01	2099-12-31	
903274	903274	Mapped from	2018-06-26	2099-12-31	
903274	903274	Maps to	2018-06-26	2099-12-31	
903275	903275	Mapped from	2018-06-26	2099-12-31	
903275	903275	Maps to	2018-06-26	2099-12-31	
903275	32577	Is a	2019-02-01	2099-12-31	
903276	903276	Mapped from	2018-06-26	2099-12-31	
903276	903276	Maps to	2018-06-26	2099-12-31	
903277	903277	Mapped from	2018-06-26	2099-12-31	
903277	903277	Maps to	2018-06-26	2099-12-31	
903277	903232	Subsumes	2021-07-27	2099-12-31	
903277	32577	Is a	2019-02-01	2099-12-31	
903277	903261	Subsumes	2019-02-01	2099-12-31	
32678	32678	Mapped from	1970-01-01	2099-12-31	
32678	32678	Maps to	1970-01-01	2099-12-31	
5087	5087	Mapped from	1970-01-01	2099-12-31	
5087	5087	Maps to	1970-01-01	2099-12-31	
581368	581368	Mapped from	1970-01-01	2099-12-31	
581368	581368	Maps to	1970-01-01	2099-12-31	
581369	581369	Mapped from	1970-01-01	2099-12-31	
581369	581369	Maps to	1970-01-01	2099-12-31	
581370	581370	Mapped from	1970-01-01	2099-12-31	
581370	581370	Maps to	1970-01-01	2099-12-31	
714685	714685	Maps to	2018-03-02	2099-12-31	
714685	714685	Mapped from	2018-03-02	2099-12-31	
714686	714686	Maps to	2018-03-02	2099-12-31	
714686	714686	Mapped from	2018-03-02	2099-12-31	
714687	714687	Maps to	2018-03-02	2099-12-31	
714687	714687	Mapped from	2018-03-02	2099-12-31	
714688	714688	Maps to	2018-03-02	2099-12-31	
714688	714688	Mapped from	2018-03-02	2099-12-31	
714689	714689	Maps to	2018-03-02	2099-12-31	
714689	714689	Mapped from	2018-03-02	2099-12-31	
700362	8515	Maps to	2023-05-22	2099-12-31	
700365	8515	Maps to	2023-05-22	2099-12-31	
903230	903230	Mapped from	2018-06-26	2099-12-31	
903230	903230	Maps to	2018-06-26	2099-12-31	
903230	903231	Is a	2019-02-01	2099-12-31	
903231	32580	Is a	2019-02-01	2099-12-31	
903231	903230	Subsumes	2019-02-01	2099-12-31	
903231	903231	Mapped from	2018-06-26	2099-12-31	
903231	903231	Maps to	2018-06-26	2099-12-31	
903232	903277	Is a	2021-07-27	2099-12-31	
903232	903232	Mapped from	2018-06-26	2099-12-31	
903232	903232	Maps to	2018-06-26	2099-12-31	
903233	32580	Is a	2019-02-01	2099-12-31	
903233	903233	Mapped from	2018-06-26	2099-12-31	
903233	903233	Maps to	2018-06-26	2099-12-31	
903234	903234	Mapped from	2018-06-26	2099-12-31	
903234	903234	Maps to	2018-06-26	2099-12-31	
586307	586307	Mapped from	2020-05-18	2099-12-31	
586307	586307	Maps to	2020-05-18	2099-12-31	
586307	586309	Is a	2020-05-18	2099-12-31	
586307	586308	Subsumes	2020-05-18	2099-12-31	
586308	586307	Is a	2020-05-18	2099-12-31	
586308	586308	Mapped from	2020-05-18	2099-12-31	
586308	586308	Maps to	2020-05-18	2099-12-31	
586309	586307	Subsumes	2020-05-18	2099-12-31	
586309	586309	Mapped from	2020-05-18	2099-12-31	
586309	586309	Maps to	2020-05-18	2099-12-31	
586310	586310	Mapped from	2020-05-18	2099-12-31	
586310	586310	Maps to	2020-05-18	2099-12-31	
700296	700296	Mapped from	2020-05-25	2099-12-31	
700296	700296	Maps to	2020-05-25	2099-12-31	
700466	700466	Mapped from	2020-09-23	2099-12-31	
700466	700466	Maps to	2020-09-23	2099-12-31	
700467	700467	Mapped from	2020-09-23	2099-12-31	
700467	700467	Maps to	2020-09-23	2099-12-31	
700468	700468	Mapped from	2020-09-23	2099-12-31	
700468	700468	Maps to	2020-09-23	2099-12-31	
700469	700469	Mapped from	2020-09-23	2099-12-31	
700469	700469	Maps to	2020-09-23	2099-12-31	
700470	700470	Mapped from	2020-09-23	2099-12-31	
700470	700470	Maps to	2020-09-23	2099-12-31	
777390	777391	Subsumes	1970-01-01	2099-12-31	
777390	777394	Subsumes	1970-01-01	2099-12-31	
777390	777392	Subsumes	1970-01-01	2099-12-31	
777390	777393	Subsumes	1970-01-01	2099-12-31	
777391	777390	Is a	1970-01-01	2099-12-31	
777392	777390	Is a	1970-01-01	2099-12-31	
777393	777390	Is a	1970-01-01	2099-12-31	
777394	777390	Is a	1970-01-01	2099-12-31	
911785	911785	Mapped from	2017-10-02	2099-12-31	
911785	911785	Maps to	2017-10-02	2099-12-31	
41881315	41881316	Subsumes	1970-01-01	2099-12-31	
41881315	41881315	Mapped from	2019-02-21	2099-12-31	
41881315	41881315	Maps to	2019-02-21	2099-12-31	
41881315	41881317	Subsumes	1970-01-01	2099-12-31	
41881315	41881318	Subsumes	1970-01-01	2099-12-31	
41881315	41881319	Subsumes	1970-01-01	2099-12-31	
41881316	41881316	Mapped from	2019-02-21	2099-12-31	
41881316	41881316	Maps to	2019-02-21	2099-12-31	
41881316	41881315	Is a	1970-01-01	2099-12-31	
41881317	41881315	Is a	1970-01-01	2099-12-31	
41881317	41881317	Mapped from	2019-02-21	2099-12-31	
41881317	41881317	Maps to	2019-02-21	2099-12-31	
41881318	41881315	Is a	1970-01-01	2099-12-31	
41881318	41881318	Mapped from	2019-02-21	2099-12-31	
41881318	41881318	Maps to	2019-02-21	2099-12-31	
41881319	41881315	Is a	1970-01-01	2099-12-31	
41881319	41881319	Mapped from	2019-02-21	2099-12-31	
41881319	41881319	Maps to	2019-02-21	2099-12-31	
44814651	38003563	Maps to	1970-01-01	2099-12-31	
263	263	Mapped from	1970-01-01	2099-12-31	
263	263	Maps to	1970-01-01	2099-12-31	
264	264	Mapped from	1970-01-01	2099-12-31	
264	264	Maps to	1970-01-01	2099-12-31	
265	265	Mapped from	1970-01-01	2099-12-31	
265	265	Maps to	1970-01-01	2099-12-31	
266	266	Mapped from	1970-01-01	2099-12-31	
266	266	Maps to	1970-01-01	2099-12-31	
267	267	Mapped from	1970-01-01	2099-12-31	
267	267	Maps to	1970-01-01	2099-12-31	
349	349	Mapped from	1970-01-01	2099-12-31	
349	349	Maps to	1970-01-01	2099-12-31	
350	350	Mapped from	1970-01-01	2099-12-31	
350	350	Maps to	1970-01-01	2099-12-31	
351	351	Mapped from	1970-01-01	2099-12-31	
351	351	Maps to	1970-01-01	2099-12-31	
352	352	Mapped from	1970-01-01	2099-12-31	
352	352	Maps to	1970-01-01	2099-12-31	
353	353	Mapped from	1970-01-01	2099-12-31	
353	353	Maps to	1970-01-01	2099-12-31	
596878	596878	Mapped from	2021-04-20	2099-12-31	
596878	596878	Maps to	2021-04-20	2099-12-31	
596879	596879	Mapped from	2021-04-20	2099-12-31	
596879	596879	Maps to	2021-04-20	2099-12-31	
32577	903277	Subsumes	2019-02-01	2099-12-31	
32577	903256	Subsumes	2019-02-01	2099-12-31	
32577	903275	Subsumes	2019-02-01	2099-12-31	
32577	32411	Subsumes	2019-02-01	2099-12-31	
32577	32577	Mapped from	1970-01-01	2099-12-31	
32577	32577	Maps to	1970-01-01	2099-12-31	
32578	32578	Mapped from	1970-01-01	2099-12-31	
32578	32578	Maps to	1970-01-01	2099-12-31	
32580	32580	Mapped from	1970-01-01	2099-12-31	
32580	32580	Maps to	1970-01-01	2099-12-31	
32580	903231	Subsumes	2019-02-01	2099-12-31	
32580	903233	Subsumes	2019-02-01	2099-12-31	
32581	32581	Mapped from	1970-01-01	2099-12-31	
32581	32581	Maps to	1970-01-01	2099-12-31	
33003	33003	Maps to	2021-07-27	2099-12-31	
33003	33003	Mapped from	2021-07-27	2099-12-31	
