census_block_group,poi_name,poi_type,travel_time_minutes,state_fips,county_fips,tract,block_group,STATE,COUNTY,TRACT,BLKGRP,poi_id,avg_travel_speed_kmh,avg_travel_speed_mph,centroid,travel_distance_km,travel_distance_miles,B01003_001E,B19013_001E,poi_lat,poi_lon
200259671001,Unknown,way,15,20,20025,967100,1,20,025,967100,1,682119215,50,31,POINT (-99.80990976242443 37.33714438341323),52.24007564010673,32.46046804056876,970.0,65833.0,37.7686375,-100.0357362
200259671002,Unknown,way,15,20,20025,967100,2,20,025,967100,2,682119215,50,31,POINT (-99.83327145828174 37.107638595875585),76.1719901089712,47.33106566600154,1017.0,65341.0,37.7686375,-100.0357362
200339676002,Unknown,way,15,20,20033,967600,2,20,033,967600,2,682119215,50,31,POINT (-99.27016596865613 37.18891811885578),93.37006504579472,58.01745068757051,954.0,65104.0,37.7686375,-100.0357362
200479696001,Unknown,way,15,20,20047,969600,1,20,047,969600,1,682119215,50,31,POINT (-99.13123555420358 37.86875343463788),79.6619689860428,49.499637330826395,788.0,53125.0,37.7686375,-100.0357362
200479696002,Unknown,way,15,20,20047,969600,2,20,047,969600,2,682119215,50,31,POINT (-99.41433133549226 37.89705244314058),56.05231588919899,34.82928357638746,647.0,84219.0,37.7686375,-100.0357362
200479697001,Unknown,way,15,20,20047,969700,1,20,047,969700,1,682119215,50,31,POINT (-99.41231719395634 37.923259998942626),57.0355181637735,35.44021695694211,634.0,49429.0,37.7686375,-100.0357362
200479697002,Unknown,way,15,20,20047,969700,2,20,047,969700,2,682119215,50,31,POINT (-99.41912581061047 37.929584128449996),56.68976620514114,35.22537671665476,748.0,48750.0,37.7686375,-100.0357362
200559601001,Unknown,way,15,20,20055,960100,1,20,055,960100,1,682119215,50,31,POINT (-100.65445959604406 38.134674560394494),67.69943324920689,42.066464537492934,806.0,60174.0,37.7686375,-100.0357362
200559601003,Unknown,way,15,20,20055,960100,3,20,055,960100,3,682119215,50,31,POINT (-100.88967380091466 37.841531066878645),74.91943850980913,46.55276642627861,733.0,56250.0,37.7686375,-100.0357362
200559604031,Unknown,way,15,20,20055,960403,1,20,055,960403,1,682119215,50,31,POINT (-100.84903756155953 37.98227880156022),74.79751963180219,46.477009571132555,1354.0,59671.0,37.7686375,-100.0357362
200559604032,Unknown,way,15,20,20055,960403,2,20,055,960403,2,682119215,50,31,POINT (-100.83910046239616 37.985842629466376),74.10646699588234,46.04760950369841,1300.0,98125.0,37.7686375,-100.0357362
200559604042,Unknown,way,15,20,20055,960404,2,20,055,960404,2,682119215,50,31,POINT (-100.83100475709816 38.02926642524682),75.17553144488937,46.711895149442356,1511.0,95909.0,37.7686375,-100.0357362
200559605011,Unknown,way,15,20,20055,960501,1,20,055,960501,1,682119215,50,31,POINT (-100.80999920063584 37.982820263366854),71.60358195512683,44.49238932303911,992.0,83583.0,37.7686375,-100.0357362
200559605012,Unknown,way,15,20,20055,960501,2,20,055,960501,2,682119215,50,31,POINT (-100.79572486896741 37.94938580912528),69.25991532153306,43.036102843256316,1438.0,46806.0,37.7686375,-100.0357362
200559605031,Unknown,way,15,20,20055,960503,1,20,055,960503,1,682119215,50,31,POINT (-100.82356373989963 37.90738514004232),70.41516481368997,43.75394137544735,925.0,86875.0,37.7686375,-100.0357362
200559605071,Unknown,way,15,20,20055,960507,1,20,055,960507,1,682119215,50,31,POINT (-100.84590895202066 37.972271420933744),74.1911711343997,46.100242198953076,1152.0,54708.0,37.7686375,-100.0357362
200559605072,Unknown,way,15,20,20055,960507,2,20,055,960507,2,682119215,50,31,POINT (-100.84595950208937 37.963243440208146),73.89449826416282,45.91589828090112,872.0,62850.0,37.7686375,-100.0357362
200559605081,Unknown,way,15,20,20055,960508,1,20,055,960508,1,682119215,50,31,POINT (-100.83224406291102 37.971066069223646),73.01761041969527,45.371025604096474,1447.0,67593.0,37.7686375,-100.0357362
