"Pectin_RGI","Pectin_HG","XG","Pectin_linearity","Contribution_RG","RGI_branching"
75.95790772,60.28916687,92.87987153,0.940246667,0.287613348,2.697848887
63.7057695,76.67598762,89.75543491,1.32440724,0.168350956,3.485004318
69.04940289,78.73486838,103.1993362,1.278556564,0.199614871,2.918205055
57.55757184,43.65079622,81.75462583,0.849495409,0.197941003,4.94707202
79.39145143,74.33798223,116.7583952,1.027883956,0.164353464,4.919391324
84.35584867,73.30990781,123.2679359,0.956691348,0.169059231,5.182857896
89.12936245,109.420908,117.2313064,1.374431472,0.197076728,2.691828911
120.0180554,138.9211455,135.4793818,1.328823561,0.237943109,2.162711282
97.46100419,114.3472831,130.6481407,1.329182502,0.216494789,2.475105052
91.94025434,88.5667204,136.649544,1.070840961,0.185330938,4.038799777
100.4409993,96.91192946,193.2239791,1.042849237,0.138012379,5.948009906
96.4198698,97.8442766,179.2992242,1.091368047,0.129526387,6.074088923
97.44134139,119.1960629,113.2259725,1.378199933,0.207482101,2.497092659
90.28447167,88.46686993,111.6499213,1.124164568,0.23689424,2.755048978
45.95187438,54.62624234,58.89303961,1.287765972,0.14187505,4.473397977
77.21605691,72.25507242,99.00007785,1.010374579,0.136306623,6.26107013
80.54794481,77.46997199,122.8482051,1.03834191,0.136069511,6.077808245
86.39516811,82.4262323,132.4257241,1.0289111,0.134259489,6.238976357
85.69629545,90.77773684,111.2897026,1.212554783,0.233266715,2.535459431
63.85424079,64.33889391,91.07985197,1.138481261,0.212184356,3.139622626
76.19343533,83.38933008,99.03184017,1.242970635,0.220534515,2.64806495
85.05425447,78.45106622,149.9630828,1.000258381,0.143719932,5.956179794
85.18511427,83.33566761,140.8574138,1.054534241,0.133438186,6.106556056
85.49611557,97.3604814,135.6552521,1.231605862,0.139113337,4.836593997
60.27384923,77.66223968,68.62964681,1.443063046,0.197686767,2.50539607
52.52380337,63.49634985,71.84768207,1.318722702,0.153689011,3.934051748
47.83448394,58.0792088,68.81513818,1.31301203,0.138931359,4.481898762
80.01098095,74.43082783,180.0979781,1.011965085,0.14901314,5.631471485
88.95516739,81.3577788,200.0032591,0.999060337,0.156036191,5.414797375
78.06682798,61.43151443,185.0302416,0.864451966,0.165549671,5.987644673
