text,category,value
Sample text 0,B,0.5041343612404066
Sample text 1,A,0.3009589322803893
Sample text 2,C,0.4182490181537697
Sample text 3,C,0.1566145828611364
Sample text 4,C,0.23572666995860247
Sample text 5,C,0.5505604720424419
Sample text 6,A,0.14717793008950453
Sample text 7,C,0.5849897317854414
Sample text 8,A,0.6601686704902316
Sample text 9,C,0.5845454311210586
Sample text 10,B,0.6247351941259593
Sample text 11,C,0.5287978460767264
Sample text 12,B,0.36755555868689704
Sample text 13,B,0.6357230919394949
Sample text 14,C,0.43922168109954596
Sample text 15,A,0.26633734198434056
Sample text 16,B,0.7282698483861282
Sample text 17,B,0.47002698565065804
Sample text 18,A,0.39206067180018656
Sample text 19,C,0.8633735764579378
Sample text 20,B,0.8955101681083198
Sample text 21,A,0.09707285419130962
Sample text 22,A,0.7090599842500508
Sample text 23,B,0.23736852333994485
Sample text 24,A,0.2734653756755545
Sample text 25,B,0.18634930719159315
Sample text 26,A,0.8434518052833143
Sample text 27,B,0.7466414396730533
Sample text 28,C,0.5743258398733447
Sample text 29,A,0.6878241890702822
Sample text 30,C,0.32146837193951905
Sample text 31,B,0.13908135644063668
Sample text 32,C,0.6344671401136197
Sample text 33,B,0.6741410273733143
Sample text 34,A,0.07105556810504443
Sample text 35,B,0.5458457637834172
Sample text 36,A,0.9735346891839575
Sample text 37,C,0.11906613132510913
Sample text 38,A,0.36873133597258567
Sample text 39,A,0.5872818698147331
Sample text 40,B,0.10644319746163444
Sample text 41,A,0.25891943152530517
Sample text 42,B,0.04812516926793342
Sample text 43,B,0.46328832219490934
Sample text 44,B,0.32038270811230884
Sample text 45,A,0.9069876133559074
Sample text 46,B,0.2820282708898332
Sample text 47,C,0.10460186750618239
Sample text 48,A,0.6232571723677007
Sample text 49,C,0.8161532850363303
Sample text 50,C,0.8846023164663376
Sample text 51,B,0.8221662156028827
Sample text 52,C,0.7227211734148266
Sample text 53,B,0.30571347170427143
Sample text 54,C,0.5431864523981704
Sample text 55,A,0.4291134681305878
Sample text 56,A,0.4975666368836055
Sample text 57,A,0.30227499555955584
Sample text 58,C,0.6245503621154842
Sample text 59,A,0.5709628005693236
Sample text 60,A,0.6663964191043359
Sample text 61,A,0.6408980626778285
Sample text 62,A,0.17549479997680995
Sample text 63,A,0.6029596130522347
Sample text 64,A,0.7472302652108395
Sample text 65,C,0.31672738115661137
Sample text 66,C,0.6647698153560272
Sample text 67,C,0.8374324291747341
Sample text 68,B,0.5388385881378266
Sample text 69,C,0.20442614600901066
Sample text 70,B,0.06386690692988051
Sample text 71,C,0.16976693344858562
Sample text 72,A,0.020969423586488234
Sample text 73,C,0.11151527782062609
Sample text 74,C,0.5284222264991062
Sample text 75,B,0.3840986594996164
Sample text 76,C,0.91928529898157
Sample text 77,A,0.9210408623146841
Sample text 78,A,0.607412716353832
Sample text 79,A,0.9812360308789263
Sample text 80,C,0.34833487518387696
Sample text 81,C,0.6912633503543393
Sample text 82,A,0.7714618054136652
Sample text 83,A,0.3270139237844685
Sample text 84,C,0.19947158439629287
Sample text 85,C,0.027690592404320924
Sample text 86,B,0.4515407492534146
Sample text 87,C,0.6652525473113238
Sample text 88,C,0.2784200641582225
Sample text 89,A,0.9491908173964712
Sample text 90,B,0.3304688710479431
Sample text 91,B,0.9544579397132462
Sample text 92,A,0.9949670862976201
Sample text 93,A,0.7628674086952456
Sample text 94,B,0.988881651653066
Sample text 95,B,0.13815271807732088
Sample text 96,C,0.38068720950448287
Sample text 97,C,0.34261697399238245
Sample text 98,C,0.12966361716170516
Sample text 99,A,0.31589256947138633
Sample text 100,B,0.4999655961692826
Sample text 101,B,0.19692714293399283
Sample text 102,A,0.2920328753814131
Sample text 103,C,0.5095781534969934
Sample text 104,C,0.8730818639143504
Sample text 105,C,0.8445941813612167
Sample text 106,B,0.17094726357857748
Sample text 107,A,0.17170445188029282
Sample text 108,B,0.29525682645612683
Sample text 109,A,0.838921737448983
Sample text 110,B,0.671375893668026
Sample text 111,A,0.12592029205175692
Sample text 112,B,0.6085423697247112
Sample text 113,A,0.368653434028414
Sample text 114,B,0.6256799210480565
Sample text 115,C,0.5998150621756332
Sample text 116,A,0.91598570167685
Sample text 117,B,0.1025807881621752
Sample text 118,A,0.6261527707228948
Sample text 119,B,0.7966084980911121
Sample text 120,C,0.17304094792794966
Sample text 121,B,0.6898361694637051
Sample text 122,C,0.3814148812576802
Sample text 123,C,0.5963440164537649
Sample text 124,C,0.26759792554560313
Sample text 125,C,0.08285936988698506
Sample text 126,B,0.9396027463843187
Sample text 127,C,0.9793849335703938
Sample text 128,C,0.12305354960427062
Sample text 129,A,0.68594742747382
Sample text 130,A,0.8672476519011021
Sample text 131,A,0.5796535687027043
Sample text 132,A,0.5538818114152566
Sample text 133,A,0.5246861134369104
Sample text 134,A,0.8075024554745112
Sample text 135,B,0.20776290497725503
Sample text 136,C,0.23378289218325454
Sample text 137,A,0.972771632276791
Sample text 138,C,0.6781565581096402
