text,category,value
Sample text 0,C,0.6909608554327458
Sample text 1,C,0.9117128338441075
Sample text 2,C,0.06595745965524191
Sample text 3,C,0.7630456972641171
Sample text 4,C,0.5795571746842839
Sample text 5,C,0.8199371177679803
Sample text 6,C,0.516650507514798
Sample text 7,C,0.3109569959627767
Sample text 8,B,0.01835104457857506
Sample text 9,C,0.038504164601420365
Sample text 10,A,0.30011678816329834
Sample text 11,C,0.1616252610201938
Sample text 12,C,0.17762484484950758
Sample text 13,C,0.3728171436242028
Sample text 14,A,0.11312630243275879
Sample text 15,C,0.7448062937158384
Sample text 16,A,0.4435877221391805
Sample text 17,C,0.3312847715292868
Sample text 18,C,0.6216568651550871
Sample text 19,A,0.3644745546406907
Sample text 20,B,0.4797195687729481
Sample text 21,C,0.9299991197912646
Sample text 22,B,0.17975937989998636
Sample text 23,B,0.5756668598061948
Sample text 24,C,0.31539351725137976
Sample text 25,C,0.2669174327179097
Sample text 26,A,0.5698185934814836
Sample text 27,B,0.5678029685478151
Sample text 28,B,0.29654382353329956
Sample text 29,A,0.425424100752251
Sample text 30,B,0.035343975560567786
Sample text 31,A,0.8738930231346164
Sample text 32,A,0.34410686167233273
Sample text 33,A,0.14438990486360448
Sample text 34,B,0.14433180745619412
Sample text 35,B,0.038981279923895995
Sample text 36,A,0.6317908576138963
Sample text 37,C,0.6383465772318755
Sample text 38,C,0.38111525087491904
Sample text 39,C,0.17334768952387702
Sample text 40,B,0.037160929259073994
Sample text 41,C,0.2749856433398711
Sample text 42,B,0.7886916067408413
Sample text 43,A,0.05382301203373907
Sample text 44,C,0.19385144069425286
Sample text 45,A,0.2477779623684373
Sample text 46,C,0.5527125642776952
Sample text 47,B,0.7811766028351276
Sample text 48,C,0.22681589674128566
Sample text 49,B,0.7000333169546326
Sample text 50,C,0.9005300819894795
Sample text 51,C,0.352786447057312
Sample text 52,C,0.39712223123501555
Sample text 53,B,0.8907428949044575
Sample text 54,C,0.5887713945825103
Sample text 55,B,0.2250091427824057
Sample text 56,B,0.24274096881566598
Sample text 57,C,0.4580785465907963
Sample text 58,B,0.6074790287968637
Sample text 59,B,0.8503656678241382
Sample text 60,C,0.49597187857328395
Sample text 61,A,0.3373784854122934
Sample text 62,A,0.06893380295513118
Sample text 63,C,0.21857419272396572
Sample text 64,A,0.5561165348077449
Sample text 65,B,0.5325757345421468
Sample text 66,A,0.10839488660375118
Sample text 67,C,0.0723000747014797
Sample text 68,B,0.6137162265212922
Sample text 69,B,0.3942076328048145
Sample text 70,B,0.6027579360937577
Sample text 71,B,0.8262961505369923
Sample text 72,C,0.22155669138380985
Sample text 73,C,0.789317952872548
Sample text 74,B,0.3105845127574074
Sample text 75,B,0.4674788141928431
Sample text 76,C,0.11071568690033617
Sample text 77,A,0.7391431847637195
Sample text 78,B,0.20991658653189882
Sample text 79,A,0.7883514342012092
Sample text 80,C,0.5091234922842955
Sample text 81,C,0.7708071627016512
Sample text 82,A,0.05062009878534979
Sample text 83,B,0.47617842878484573
Sample text 84,B,0.5176248127052345
Sample text 85,C,0.25197623766593213
Sample text 86,A,0.21937601995065492
Sample text 87,A,0.5561501817770316
Sample text 88,A,0.4108115725497221
Sample text 89,C,0.8849778667928949
Sample text 90,A,0.05975669841678044
Sample text 91,B,0.4153355835464002
Sample text 92,A,0.2475788897851774
Sample text 93,A,0.2496358266541866
Sample text 94,A,0.6920063440171138
Sample text 95,C,0.9986682293377738
Sample text 96,C,0.452062078762271
Sample text 97,B,0.15597950519525083
Sample text 98,C,0.22138436350337698
Sample text 99,B,0.35825891686381417
Sample text 100,B,0.12958873134185855
Sample text 101,C,0.1509289675384129
Sample text 102,B,0.09675401424558527
Sample text 103,C,0.435470954156027
Sample text 104,B,0.3083085418261102
