text,category,value
Sample text 0,A,0.2742825327062026
Sample text 1,C,0.44219311647254445
Sample text 2,A,0.16156347840302732
Sample text 3,B,0.2177701576450447
Sample text 4,C,0.8745049963746707
Sample text 5,C,0.9071745039471638
Sample text 6,B,0.044512375014645666
Sample text 7,B,0.23150111895114722
Sample text 8,B,0.30345350210772615
Sample text 9,A,0.4109032833634999
Sample text 10,A,0.8341466600030383
Sample text 11,C,0.0675386323562418
Sample text 12,C,0.9402396257905946
Sample text 13,A,0.4302085157745973
Sample text 14,C,0.7305190219122663
Sample text 15,A,0.10824410789731809
Sample text 16,B,0.7206166697539486
Sample text 17,B,0.498603621404207
Sample text 18,A,0.35774322201950637
Sample text 19,C,0.6072262651286361
Sample text 20,A,0.02973194982692373
Sample text 21,A,0.7657594941930218
Sample text 22,B,0.0007945434238031401
Sample text 23,B,0.6709441591204705
Sample text 24,B,0.17739870136915126
Sample text 25,B,0.7432859909508647
Sample text 26,A,0.38011170369667735
Sample text 27,B,0.21131519464805537
Sample text 28,A,0.27879634859679414
Sample text 29,A,0.2443931442920928
Sample text 30,A,0.45534120766202135
Sample text 31,C,0.1380045635331798
Sample text 32,B,0.09601132516539912
Sample text 33,A,0.08266243800796158
Sample text 34,C,0.6888819219183789
Sample text 35,B,0.13724396859589572
Sample text 36,A,0.08983404370040637
Sample text 37,A,0.3500520509053586
Sample text 38,A,0.5745338847177199
Sample text 39,C,0.2210069053688385
Sample text 40,B,0.23567508789476954
Sample text 41,A,0.34354559472074697
Sample text 42,A,0.7431058606037098
Sample text 43,B,0.5016800086709897
Sample text 44,B,0.6041291184389349
Sample text 45,A,0.620287380588455
Sample text 46,C,0.29878206236735927
Sample text 47,C,0.01434447211015799
Sample text 48,A,0.5725166105134092
Sample text 49,A,0.1745253691293689
Sample text 50,C,0.51673102973337
Sample text 51,A,0.009546569914456793
Sample text 52,C,0.2591022412721037
Sample text 53,C,0.5491671543381315
Sample text 54,A,0.36236680794142806
Sample text 55,C,0.9519900930857423
Sample text 56,A,0.9917671305644858
Sample text 57,C,0.4484695654697236
Sample text 58,B,0.21425911470686432
Sample text 59,B,0.005092496443042216
Sample text 60,C,0.9237775780813983
Sample text 61,C,0.05588922844905897
Sample text 62,C,0.9380051869011599
Sample text 63,B,0.43827136022196245
Sample text 64,A,0.6684801899101871
Sample text 65,C,0.4404062549765164
Sample text 66,C,0.6634024804711377
Sample text 67,B,0.7049063769082954
Sample text 68,C,0.7388470543072563
Sample text 69,C,0.8381623057982952
Sample text 70,A,0.45103755370217957
Sample text 71,C,0.8434321246493435
Sample text 72,C,0.19264670098729275
Sample text 73,B,0.9627980551117294
Sample text 74,B,0.9675765182104454
Sample text 75,B,0.7313277236431951
Sample text 76,B,0.3241927808533126
Sample text 77,C,0.953994353843602
Sample text 78,C,0.359170127764985
Sample text 79,A,0.5819562610934954
Sample text 80,C,0.4141561548564564
Sample text 81,B,0.6799072099624588
Sample text 82,C,0.4618681061903369
Sample text 83,B,0.02381647748796545
Sample text 84,C,0.32051348082560127
Sample text 85,B,0.5606531362750635
Sample text 86,C,0.0070590901554581365
Sample text 87,B,0.10134104087822005
Sample text 88,B,0.5911919375120459
Sample text 89,A,0.3793376187471541
Sample text 90,C,0.8454468573704882
Sample text 91,C,0.8412821845993731
Sample text 92,C,0.8367566184701908
Sample text 93,A,0.902340283085617
Sample text 94,C,0.3757364286884144
Sample text 95,B,0.06535283540134329
Sample text 96,B,0.03431359566930503
Sample text 97,B,0.1830107666459987
Sample text 98,B,0.7288983453171601
Sample text 99,A,0.274593804901621
Sample text 100,C,0.7676590503649535
Sample text 101,B,0.44732025572414824
Sample text 102,C,0.7939163937273549
Sample text 103,A,0.771509456348203
Sample text 104,C,0.2121219866470202
Sample text 105,B,0.5634242876170409
Sample text 106,C,0.41549642817079124
Sample text 107,C,0.2691682373381161
Sample text 108,C,0.885789119352015
Sample text 109,C,0.15809264362428588
Sample text 110,B,0.930205959325011
Sample text 111,A,0.1290314938837872
Sample text 112,C,0.6913082721636924
Sample text 113,A,0.8699323699990402
Sample text 114,B,0.8661533105434541
Sample text 115,B,0.7244076173173384
Sample text 116,B,0.11218272560579856
Sample text 117,C,0.3224913371098824
Sample text 118,C,0.5757165599460904
Sample text 119,B,0.9813238530264957
Sample text 120,B,0.6481838487957222
Sample text 121,B,0.2833411404451638
Sample text 122,A,0.03933710619418773
Sample text 123,A,0.7532312209845251
Sample text 124,C,0.32943778556737047
Sample text 125,B,0.5238628135451202
Sample text 126,C,0.5141158998533631
Sample text 127,A,0.06903754023817599
Sample text 128,A,0.8286102823421069
Sample text 129,A,0.9979364494680003
Sample text 130,A,0.5198086376164723
Sample text 131,B,0.2322765391495133
Sample text 132,B,0.09103324162058846
Sample text 133,A,0.645744973636725
Sample text 134,A,0.932931148362312
Sample text 135,A,0.6590104885913208
Sample text 136,B,0.45759116233484065
Sample text 137,A,0.012756894956439835
Sample text 138,B,0.8427148640316401
Sample text 139,A,0.6589483322242472
Sample text 140,C,0.8462235724466713
Sample text 141,C,0.5657525715542138
Sample text 142,A,0.8342594338581507
Sample text 143,A,0.4948354296146824
Sample text 144,C,0.9726622077679778
Sample text 145,A,0.6776004481581895
Sample text 146,B,0.26583858019041473
Sample text 147,C,0.2319055238790887
Sample text 148,A,0.67621372776672
Sample text 149,B,0.5305286818415071
Sample text 150,A,0.5335226983590932
Sample text 151,A,0.3686516976839491
Sample text 152,A,0.9453558652179453
Sample text 153,C,0.478908796069075
Sample text 154,A,0.21938758160174476
Sample text 155,B,0.12568840641168666
Sample text 156,A,0.2738736355113629
Sample text 157,C,0.11697945294079581
Sample text 158,B,0.5656280981276277
Sample text 159,B,0.5931435550022485
Sample text 160,C,0.9698220846112161
Sample text 161,C,0.4725516221842557
Sample text 162,A,0.8577500609057105
Sample text 163,A,0.8768329528812009
Sample text 164,C,0.6154170680975417
Sample text 165,C,0.10379600996221772
Sample text 166,C,0.7917526236386979
