text,category,value
Sample text 0,B,0.5139866513359492
Sample text 1,B,0.7471420017047747
Sample text 2,A,0.3580287525849377
Sample text 3,A,0.919432406223085
Sample text 4,A,0.7857561434919478
Sample text 5,B,0.9580615182296013
Sample text 6,B,0.9413357974591301
Sample text 7,B,0.8862870297875701
Sample text 8,A,0.5212460995674759
Sample text 9,C,0.6921298570734231
Sample text 10,C,0.6902363558281344
Sample text 11,A,0.018915482791755367
Sample text 12,B,0.6775806816539611
Sample text 13,A,0.12001629148781623
Sample text 14,A,0.21553931958619277
Sample text 15,C,0.9686891201746719
Sample text 16,A,0.9432398969934443
Sample text 17,B,0.5771299589596337
Sample text 18,A,0.12670424219980225
Sample text 19,B,0.5021409689310414
Sample text 20,C,0.1324332750160917
Sample text 21,B,0.31251870804002235
Sample text 22,C,0.8816496476790494
Sample text 23,C,0.8004825806698281
Sample text 24,C,0.9015912038766712
Sample text 25,C,0.10674754739165027
Sample text 26,B,0.44292784753807435
Sample text 27,C,0.4601837227620039
Sample text 28,B,0.9170968970735003
Sample text 29,A,0.08879411124766323
Sample text 30,B,0.6446931198583304
Sample text 31,B,0.7900972336152772
Sample text 32,C,0.9195258740056403
Sample text 33,B,0.8707767621964144
Sample text 34,A,0.5237545730867949
Sample text 35,B,0.24661097783709096
Sample text 36,B,0.17363012153456203
Sample text 37,B,0.31975445765491595
Sample text 38,C,0.11242146502918082
Sample text 39,A,0.3590741780365848
Sample text 40,C,0.6401968104387621
Sample text 41,B,0.1259442694361389
Sample text 42,A,0.628948408878579
Sample text 43,B,0.42163176066548136
Sample text 44,A,0.8346489951331563
Sample text 45,B,0.5487420091168215
Sample text 46,C,0.5348403190915229
Sample text 47,A,0.3735972878597352
Sample text 48,A,0.5534405790037071
Sample text 49,A,0.7378546946398646
Sample text 50,B,0.08328660709058056
Sample text 51,A,0.2617657714920735
Sample text 52,C,0.11334682950215824
Sample text 53,B,0.8704579353876807
Sample text 54,B,0.6340154237650464
Sample text 55,C,0.25377246167696876
Sample text 56,C,0.7036387425156517
Sample text 57,C,0.018737563073353614
Sample text 58,C,0.06032880010104469
Sample text 59,A,0.9205210805556133
Sample text 60,A,0.2687928388259089
Sample text 61,B,0.27603568448873406
Sample text 62,A,0.3742672006172182
Sample text 63,B,0.605954564198179
Sample text 64,B,0.24078430492352554
Sample text 65,A,0.39619669270329927
Sample text 66,A,0.7215675964391215
Sample text 67,A,0.38952512894993874
Sample text 68,A,0.6320460109193377
Sample text 69,C,0.7086792469729338
Sample text 70,A,0.9900930050500377
Sample text 71,A,0.11684181644710967
Sample text 72,B,0.9989888287402117
Sample text 73,B,0.5656295013812407
Sample text 74,A,0.7264617041430196
Sample text 75,A,0.1618354840207894
Sample text 76,B,0.8663762284371443
Sample text 77,A,0.35830297366514163
Sample text 78,A,0.7567948551400658
Sample text 79,A,0.037002275966835585
Sample text 80,C,0.2183544319841404
Sample text 81,A,0.5290875870445955
Sample text 82,A,0.3480165214597474
Sample text 83,B,0.590685577801592
Sample text 84,C,0.7139068929271827
Sample text 85,C,0.2799975517718587
Sample text 86,B,0.4463249488223814
Sample text 87,C,0.6597448275337957
Sample text 88,A,0.24052881237325663
Sample text 89,A,0.7453715786613259
Sample text 90,B,0.6275961721428218
Sample text 91,C,0.47867044569888983
Sample text 92,B,0.25005960140923145
Sample text 93,B,0.5170828155307997
Sample text 94,B,0.9875467123154432
Sample text 95,B,0.3692436917920747
Sample text 96,A,0.9418540555126905
Sample text 97,C,0.6793455148661514
Sample text 98,B,0.48095078148015347
Sample text 99,B,0.29188001693964905
Sample text 100,A,0.08837679831590373
Sample text 101,C,0.028600146242958258
Sample text 102,A,0.029806170289725986
Sample text 103,A,0.5899737654521031
Sample text 104,A,0.5896631594164619
Sample text 105,A,0.032764167612943984
Sample text 106,B,0.7447307846514635
Sample text 107,A,0.28169511577520556
Sample text 108,A,0.45844646213738527
Sample text 109,A,0.15080699513703277
Sample text 110,A,0.10350789409535444
Sample text 111,B,0.8878133416439737
Sample text 112,B,0.944467384366405
Sample text 113,B,0.4312329890493436
Sample text 114,B,0.7803685182089375
Sample text 115,C,0.5796400397487111
Sample text 116,A,0.3587818504722198
Sample text 117,B,0.14502344977455917
Sample text 118,B,0.9501601208100204
Sample text 119,A,0.2645053602067392
Sample text 120,B,0.174138229357656
Sample text 121,A,0.8534459269824167
Sample text 122,B,0.22372030085073846
Sample text 123,A,0.39366997305946205
Sample text 124,C,0.35185286480242095
Sample text 125,A,0.1331218559436027
Sample text 126,C,0.8660092429139604
Sample text 127,A,0.010716231427391754
Sample text 128,B,0.8788118315561114
Sample text 129,C,0.6475447757285813
Sample text 130,B,0.7290659143912324
Sample text 131,C,0.254363571651672
Sample text 132,A,0.7822029338477017
Sample text 133,A,0.8608869626730531
Sample text 134,B,0.05180880050543468
Sample text 135,B,0.705109078839619
Sample text 136,C,0.5845888594397542
Sample text 137,B,0.5878924359092056
Sample text 138,C,0.8117509126729658
Sample text 139,A,0.26486594985941925
Sample text 140,C,0.33759470003962844
Sample text 141,B,0.11480466332537753
Sample text 142,A,0.715795853941116
Sample text 143,C,0.6777899612909333
Sample text 144,B,0.4451112540703256
Sample text 145,B,0.6658178550513061
Sample text 146,C,0.18343366431857844
Sample text 147,A,0.20030142768939418
Sample text 148,C,0.7295415209576153
Sample text 149,C,0.736563084767891
Sample text 150,A,0.35442935493877514
Sample text 151,A,0.28087399210198427
Sample text 152,B,0.9424909851676205
Sample text 153,B,0.08055046007949085
Sample text 154,C,0.43718177306907247
Sample text 155,B,0.6615196964122166
Sample text 156,B,0.726477966790963
Sample text 157,A,0.6271742851658886
Sample text 158,C,0.21388768317573648
Sample text 159,A,0.6358372906641185
Sample text 160,B,0.117196342534861
Sample text 161,C,0.17323117964244394
Sample text 162,B,0.3022280108150567
Sample text 163,A,0.14333359191644723
Sample text 164,B,0.1284113981165672
Sample text 165,C,0.8394829448701279
Sample text 166,C,0.8727680242511231
Sample text 167,B,0.40585070016195246
Sample text 168,B,0.46260047010464656
Sample text 169,B,0.7609200900993855
Sample text 170,B,0.11938767882604961
Sample text 171,A,0.3382292322276421
Sample text 172,C,0.2449011862636704
Sample text 173,B,0.2034203111909867
Sample text 174,B,0.8526517713745239
Sample text 175,A,0.35618339357715
Sample text 176,C,0.2078302883020383
Sample text 177,C,0.7540748646329236
Sample text 178,B,0.7597417181220083
Sample text 179,A,0.12512281922259172
Sample text 180,A,0.17781826933904576
Sample text 181,B,0.4075670261291333
Sample text 182,A,0.5406818346369999
Sample text 183,B,0.7810475827198282
Sample text 184,C,0.22911538877378423
Sample text 185,A,0.09982316062546182
Sample text 186,C,0.4372981011215874
Sample text 187,C,0.9646496372452401
Sample text 188,C,0.5463005676429067
Sample text 189,C,0.5486209320165791
Sample text 190,B,0.1418156873943034
Sample text 191,B,0.8138150620067242
Sample text 192,C,0.18508670356415569
Sample text 193,B,0.2387063324050721
Sample text 194,A,0.5174000429439207
Sample text 195,B,0.4856175448520901
Sample text 196,C,0.7957857473922603
Sample text 197,C,0.4313432750134799
Sample text 198,B,0.42862998491308135
Sample text 199,A,0.04267807243688504
Sample text 200,B,0.9081271532198081
Sample text 201,A,0.92661912010123
Sample text 202,A,0.559097989332703
Sample text 203,A,0.835310611974168
Sample text 204,B,0.10354660988039277
Sample text 205,A,0.336372433964364
Sample text 206,A,0.9260878570947269
Sample text 207,A,0.18618171190680033
Sample text 208,B,0.8539763614792537
Sample text 209,A,0.8131897844578989
Sample text 210,C,0.7098838581261264
Sample text 211,B,0.055782993584643004
Sample text 212,C,0.014371825867923627
Sample text 213,B,0.03458990334160006
Sample text 214,B,0.655986243745166
Sample text 215,A,0.782472863894004
Sample text 216,A,0.835991688376852
Sample text 217,C,0.9242071712016535
Sample text 218,A,0.28783046895763165
Sample text 219,C,0.2759076605552525
Sample text 220,B,0.09347754357251548
Sample text 221,B,0.259388254286928
Sample text 222,B,0.30648565643022285
Sample text 223,C,0.34742671800305724
Sample text 224,C,0.38870479633172217
Sample text 225,C,7.722429973855416e-05
Sample text 226,A,0.8147531550840813
Sample text 227,B,0.005042439054507963
Sample text 228,C,0.309278177897909
Sample text 229,B,0.8462173817373134
Sample text 230,C,0.6768248820099819
Sample text 231,B,0.18040330094597024
Sample text 232,C,0.20887098501138657
Sample text 233,C,0.16238634446332778
Sample text 234,C,0.8964564497948931
Sample text 235,A,0.22020401182636373
Sample text 236,B,0.003969203171964586
Sample text 237,C,0.584327310073971
Sample text 238,C,0.4888026661954379
Sample text 239,C,0.6800144094292727
Sample text 240,C,0.2834409959740465
Sample text 241,B,0.8106961904660732
Sample text 242,A,0.8555252467315045
Sample text 243,C,0.17793574553710945
Sample text 244,B,0.957423234817368
Sample text 245,B,0.4834930954428396
Sample text 246,A,0.20605826509501823
Sample text 247,A,0.011851598775664662
Sample text 248,A,0.5981986646742589
Sample text 249,B,0.45602091142202394
Sample text 250,B,0.43981751333484775
Sample text 251,B,0.502674803876417
Sample text 252,C,0.09123041437476276
Sample text 253,A,0.07400965804558779
Sample text 254,C,0.17910125827036427
Sample text 255,A,0.2532344267929215
Sample text 256,C,0.8464282806894724
Sample text 257,A,0.4122101115037271
Sample text 258,C,0.4938535969308856
Sample text 259,B,0.06106081576133349
Sample text 260,A,0.02565268654725572
Sample text 261,A,0.40787763997944615
Sample text 262,B,0.6627184353049359
Sample text 263,B,0.18862984944497274
Sample text 264,A,0.9217726280071298
Sample text 265,C,0.9928203029274743
Sample text 266,C,0.8563645890187885
Sample text 267,B,0.9597914629265556
Sample text 268,B,0.44336703318688386
Sample text 269,B,0.9027763176027978
Sample text 270,C,0.9169493839875176
Sample text 271,C,0.28201839080102176
Sample text 272,B,0.7840936231563942
Sample text 273,B,0.7076521999741096
Sample text 274,C,0.09822363834399639
Sample text 275,A,0.018384462747944808
Sample text 276,C,0.16040273935554838
Sample text 277,C,0.41705023985291656
Sample text 278,A,0.27890536162440194
Sample text 279,A,0.7071388314698496
Sample text 280,B,0.8538833927656295
Sample text 281,A,0.6901200052430474
Sample text 282,B,0.6648711480012057
Sample text 283,C,0.4224619346238715
Sample text 284,B,0.5121602422921838
Sample text 285,A,0.3189738774912645
Sample text 286,A,0.5512067667370729
Sample text 287,A,0.9272460057885286
Sample text 288,B,0.038982463537717726
Sample text 289,B,0.07373432103893085
Sample text 290,A,0.6823972937780844
Sample text 291,B,0.41028128785749807
Sample text 292,C,0.6420000906950002
Sample text 293,A,0.05513801810192509
Sample text 294,B,0.49908827586357507
Sample text 295,C,0.3750131795952455
Sample text 296,C,0.4150383091095585
Sample text 297,A,0.1013162620078113
Sample text 298,C,0.3136751314250852
Sample text 299,A,0.721644255488435
Sample text 300,B,0.7013910399785394
Sample text 301,C,0.8691015228164682
Sample text 302,B,0.9848936406284085
Sample text 303,A,0.1854766691117392
Sample text 304,A,0.2659018193310738
Sample text 305,C,0.9846585939757801
Sample text 306,C,0.35067778700083274
Sample text 307,C,0.41549471117710246
Sample text 308,B,0.7848980812038621
Sample text 309,C,0.5099287986852504
Sample text 310,A,0.33352686395251885
Sample text 311,B,0.39532057057528025
Sample text 312,C,0.41710831288742967
Sample text 313,B,0.7597920261867239
Sample text 314,B,0.06279877768578401
