text,category,value
Sample text 0,C,0.04848401292385163
Sample text 1,C,0.3562915968731962
Sample text 2,B,0.2028559975992723
Sample text 3,B,0.5724997425330417
Sample text 4,B,0.655817933694862
Sample text 5,A,0.7087906793867084
Sample text 6,B,0.6715974887295817
Sample text 7,C,0.7268729417558915
Sample text 8,C,0.24419170308856597
Sample text 9,A,0.5700808142894674
Sample text 10,B,0.9107461694073595
Sample text 11,A,0.6134237670098969
Sample text 12,B,0.09935924195224355
Sample text 13,A,0.9497040320196891
Sample text 14,A,0.33987083104445703
Sample text 15,B,0.46360913977605933
Sample text 16,B,0.5038034699593912
Sample text 17,C,0.8915722945162953
Sample text 18,B,0.48262288194144454
Sample text 19,A,0.41678650061887146
Sample text 20,B,0.9833054142833911
Sample text 21,C,0.7187980131519085
Sample text 22,C,0.5109504846195367
Sample text 23,C,0.31623453767538745
Sample text 24,A,0.8287634837733266
Sample text 25,A,0.5475933494275592
Sample text 26,C,0.47981000204327484
Sample text 27,A,0.6894779923212516
Sample text 28,B,0.37477344036842775
Sample text 29,C,0.9867985317083591
Sample text 30,C,0.18461099198305575
Sample text 31,C,0.8867516146820486
Sample text 32,B,0.7710059992428994
Sample text 33,B,0.34222749583213796
Sample text 34,C,0.8613725345895352
Sample text 35,B,0.4571301548002792
Sample text 36,A,0.38626036631982197
Sample text 37,C,0.14163790137608956
Sample text 38,A,0.9132444149993838
Sample text 39,C,0.11927176339504475
Sample text 40,B,0.5713803450091223
Sample text 41,A,0.15008168337296623
Sample text 42,A,0.22411029650608194
Sample text 43,B,0.4570560457081907
Sample text 44,B,0.11322735691023156
Sample text 45,B,0.8222774113265776
Sample text 46,C,0.7811887056480078
Sample text 47,B,0.30701890166400714
Sample text 48,C,0.5106310149396591
Sample text 49,B,0.9924053110066559
Sample text 50,A,0.2745270179633841
Sample text 51,C,0.10794726472570204
Sample text 52,C,0.3725750554001176
Sample text 53,B,0.5862600686552237
Sample text 54,A,0.15315345163086158
Sample text 55,C,0.3465521360322279
Sample text 56,C,0.08472948854029672
Sample text 57,C,0.3004689672292331
Sample text 58,B,0.0576947004092746
Sample text 59,B,0.8161576423489803
Sample text 60,A,0.25371541593006386
Sample text 61,C,0.9614439811677105
Sample text 62,A,0.08126235935644266
Sample text 63,B,0.00455276699156304
Sample text 64,A,0.23837077985843502
Sample text 65,A,0.6202580507922165
Sample text 66,C,0.5773333773846964
Sample text 67,A,0.45834041749987187
Sample text 68,B,0.639972773810172
Sample text 69,B,0.683194253559187
Sample text 70,B,0.7079793989323775
Sample text 71,C,0.8280516048613281
Sample text 72,C,0.6762208076857513
Sample text 73,A,0.14879805239403854
Sample text 74,A,0.981715749360361
Sample text 75,C,0.7656779768745511
Sample text 76,B,0.6539065917275416
Sample text 77,C,0.9522331397095452
Sample text 78,A,0.8908342959117409
Sample text 79,B,0.9449431587816861
Sample text 80,B,0.7885527421733924
Sample text 81,B,0.17115513213870426
Sample text 82,B,0.9176973521968522
Sample text 83,A,0.9705044734176236
Sample text 84,B,0.42424937427357845
Sample text 85,C,0.3736586963950279
Sample text 86,C,0.7053369026255808
Sample text 87,A,0.3928830360117289
Sample text 88,C,0.9851955985343726
Sample text 89,B,0.5402867301540352
Sample text 90,C,0.8033943758469784
Sample text 91,C,0.5158356918709306
Sample text 92,C,0.6511044081086893
Sample text 93,B,0.28076226044810926
Sample text 94,C,0.28947486827481905
Sample text 95,C,0.25842214745473735
Sample text 96,C,0.803430140482771
Sample text 97,C,0.7362857486552556
Sample text 98,B,0.06987441558943697
Sample text 99,B,0.1015515947537795
Sample text 100,B,0.9283132491032446
