census_block_group,poi_name,poi_type,travel_time_minutes,state_fips,county_fips,tract,block_group,STATE,COUNTY,TRACT,BLKGRP,poi_id,avg_travel_speed_kmh,avg_travel_speed_mph,centroid,travel_distance_km,travel_distance_miles,B01003_001E,B19013_001E,poi_lat,poi_lon
200579616002,Unknown,way,15,20,20057,961600,2,20,057,961600,2,682119215,50,31,POINT (-100.00086043655033 37.861858570176295),10.813906207126143,6.7194477138281785,1533.0,72238.0,37.7686375,-100.0357362
200579617002,Unknown,way,15,20,20057,961700,2,20,057,961700,2,682119215,50,31,POINT (-99.94555183608374 37.592811194798585),20.35852208237756,12.650195224849028,1004.0,65000.0,37.7686375,-100.0357362
200579618011,Unknown,way,15,20,20057,961801,1,20,057,961801,1,682119215,50,31,POINT (-100.00872476718733 37.76163547874343),0.7789545555851093,0.48401977115847494,1241.0,60069.0,37.7686375,-100.0357362
200579618012,Unknown,way,15,20,20057,961801,2,20,057,961801,2,682119215,50,31,POINT (-100.00472601860706 37.77410832489306),1.3099033018586927,0.8139359245792378,1481.0,208030.0,37.7686375,-100.0357362
200579618013,Unknown,way,15,20,20057,961801,3,20,057,961801,3,682119215,50,31,POINT (-100.01061433146671 37.76898192692996),0.5453250913091868,0.33884919731188073,840.0,80417.0,37.7686375,-100.0357362
200579618014,Unknown,way,15,20,20057,961801,4,20,057,961801,4,682119215,50,31,POINT (-100.01435314489908 37.76180448520563),0.4892611934266407,0.30401271702070515,1063.0,119000.0,37.7686375,-100.0357362
200579618021,Unknown,way,15,20,20057,961802,1,20,057,961802,1,682119215,50,31,POINT (-100.0194760345847 37.78735926102787),2.411028874152996,1.4981434225613215,1361.0,93304.0,37.7686375,-100.0357362
200579618022,Unknown,way,15,20,20057,961802,2,20,057,961802,2,682119215,50,31,POINT (-99.9679261222026 37.803082428569745),5.875573239469075,3.6509108193821387,1904.0,114837.0,37.7686375,-100.0357362
200579618023,Unknown,way,15,20,20057,961802,3,20,057,961802,3,682119215,50,31,POINT (-99.94666795588616 37.757703535175594),6.08850861606336,3.7832226872719064,1560.0,27428.0,37.7686375,-100.0357362
200579619011,Unknown,way,15,20,20057,961901,1,20,057,961901,1,682119215,50,31,POINT (-100.04768557468488 37.76128321651386),1.3291281278705962,0.8258816739430802,1127.0,100024.0,37.7686375,-100.0357362
200579619012,Unknown,way,15,20,20057,961901,2,20,057,961901,2,682119215,50,31,POINT (-100.01993729830389 37.761855844166355),0.6036879726920913,0.37511419927965745,1214.0,,37.7686375,-100.0357362
200579619013,Unknown,way,15,20,20057,961901,3,20,057,961901,3,682119215,50,31,POINT (-100.02655467536796 37.761605773030084),0.5527861765971088,0.3434852993383221,1830.0,79192.0,37.7686375,-100.0357362
200579619021,Unknown,way,15,20,20057,961902,1,20,057,961902,1,682119215,50,31,POINT (-100.06970336045259 37.79324052780006),4.047794659689788,2.515182215486103,1025.0,76875.0,37.7686375,-100.0357362
200579619022,Unknown,way,15,20,20057,961902,2,20,057,961902,2,682119215,50,31,POINT (-100.0284158149415 37.76926494347259),0.5704538553004995,0.3544634825219267,1303.0,71500.0,37.7686375,-100.0357362
200579619023,Unknown,way,15,20,20057,961902,3,20,057,961902,3,682119215,50,31,POINT (-100.02010007461165 37.77283144712176),0.8541977121462926,0.530773686594054,801.0,45426.0,37.7686375,-100.0357362
200579620001,Unknown,way,15,20,20057,962000,1,20,057,962000,1,682119215,50,31,POINT (-100.02587237909057 37.75485640892058),1.2104874996692623,0.7521618281569892,1326.0,75060.0,37.7686375,-100.0357362
200579620002,Unknown,way,15,20,20057,962000,2,20,057,962000,2,682119215,50,31,POINT (-100.0345245911046 37.755678658505545),1.0518783835375645,0.65360672305712,765.0,57685.0,37.7686375,-100.0357362
200579620003,Unknown,way,15,20,20057,962000,3,20,057,962000,3,682119215,50,31,POINT (-100.07114014811012 37.74702528456375),3.9259207744713,2.439453317554006,1381.0,80139.0,37.7686375,-100.0357362
200579620004,Unknown,way,15,20,20057,962000,4,20,057,962000,4,682119215,50,31,POINT (-100.06966107906007 37.7148099299902),6.51628131486679,4.049028236900092,1656.0,112608.0,37.7686375,-100.0357362
200579620005,Unknown,way,15,20,20057,962000,5,20,057,962000,5,682119215,50,31,POINT (-100.02539812091528 37.72873125274757),4.071167694257189,2.5297055413482834,590.0,,37.7686375,-100.0357362
200579621011,Unknown,way,15,20,20057,962101,1,20,057,962101,1,682119215,50,31,POINT (-100.01595232882602 37.75471610533972),1.2716010411840477,0.7901360105615729,1274.0,55897.0,37.7686375,-100.0357362
200579621012,Unknown,way,15,20,20057,962101,2,20,057,962101,2,682119215,50,31,POINT (-99.99407800746265 37.751508887167326),2.487971857943236,1.5459535613420465,740.0,29904.0,37.7686375,-100.0357362
200579621013,Unknown,way,15,20,20057,962101,3,20,057,962101,3,682119215,50,31,POINT (-100.00859517493615 37.74408489853088),2.5377235184184728,1.5768678003632048,1968.0,47014.0,37.7686375,-100.0357362
200579621021,Unknown,way,15,20,20057,962102,1,20,057,962102,1,682119215,50,31,POINT (-100.0131128492404 37.71369657330144),5.872642579344686,3.649089792169987,1357.0,76830.0,37.7686375,-100.0357362
200579621022,Unknown,way,15,20,20057,962102,2,20,057,962102,2,682119215,50,31,POINT (-99.95635048837129 37.71500411105294),7.713498066085299,4.792944006821489,2569.0,73558.0,37.7686375,-100.0357362
